,AMD,CRM,FB,GOOGL,MSFT,NFLX,NVDA,TMUS,TSLA,TWTR
20160102,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160103,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160104,0.02929954044520855,-0.011575947515666485,-0.010238613933324814,-0.0032337328884750605,-0.01421764213591814,0.08788535743951797,-0.01527335587888956,0.03196806460618973,0.08105660229921341,0.027591507881879807
20160105,0.01728738285601139,0.010665436275303364,0.0178822074085474,-0.005636140704154968,0.0010262704454362392,0.006194142624735832,-0.023602759465575218,-0.015294021926820278,0.029847780242562294,0.016830340027809143
20160106,-0.03670966252684593,-0.024817556142807007,-0.04766523465514183,0.05698208510875702,-0.053926363587379456,0.048647068440914154,0.006944418419152498,0.030790608376264572,-0.01651523821055889,-0.0013601346872746944
20160107,0.00762055953964591,-0.021547041833400726,-0.046973664313554764,0.01271497830748558,-0.07323450595140457,0.11725933849811554,-0.048873018473386765,0.05139334499835968,0.06264030933380127,0.040420349687337875
20160108,-0.0020625211764127016,-0.003036344423890114,-0.018862679600715637,0.011941418051719666,-0.03806126117706299,0.06257803738117218,-0.013372322544455528,0.035439442843198776,0.038616470992565155,0.013308385387063026
20160109,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160110,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160111,0.04273635149002075,-0.011294739320874214,0.0025095513556152582,-0.005843020975589752,0.034646980464458466,-0.03788721561431885,0.03973929584026337,-0.04061919078230858,-0.01370995119214058,0.006834874395281076
20160112,-0.004089898429811001,0.011091775260865688,0.014359302818775177,0.000196770706679672,0.018376020714640617,-0.03773694112896919,0.005332574713975191,-0.020462967455387115,-0.012899558991193771,-0.011440984904766083
20160113,0.03656455874443054,-0.018203191459178925,-0.03756987303495407,-0.002660892903804779,-0.057438239455223083,0.12121237814426422,-0.031040657311677933,0.06283323466777802,0.10420118272304535,0.04425372928380966
20160114,-0.03646529093384743,0.018463924527168274,-0.001400189008563757,0.006741205230355263,-0.012010551989078522,-0.02203906513750553,-0.007215218152850866,-0.018044959753751755,-0.05056179687380791,-0.020308567211031914
20160115,0.01300582755357027,-0.037731144577264786,-0.07592546939849854,0.029262907803058624,-0.09357473254203796,0.11030057817697525,-0.020050859078764915,0.07275723665952682,0.047878798097372055,0.03642064332962036
20160116,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160117,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160118,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160119,0.021089859306812286,-0.009641358628869057,-0.019292745739221573,0.037198785692453384,-0.03335754573345184,0.005724262911826372,-0.0029818066395819187,0.007619923911988735,0.03663650155067444,0.024880563840270042
20160120,-0.035676367580890656,0.00928043294698,0.00940869003534317,0.006521894596517086,-0.0009130036924034357,0.04610057175159454,-0.010250239633023739,0.0479094460606575,0.02599596232175827,-0.01836496591567993
20160121,0.07691799849271774,-0.006594307720661163,0.021650731563568115,-0.05196312442421913,0.07730928063392639,-0.06547142565250397,0.03374113887548447,-0.045804597437381744,-0.0269582811743021,-0.000996859627775848
20160122,-0.03187709301710129,0.036587003618478775,0.028992734849452972,0.0030700538773089647,0.005038082133978605,-0.03279599919915199,-0.021814003586769104,-0.015270053409039974,0.004080859944224358,-0.018202142789959908
20160123,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160124,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160125,0.07281734049320221,-0.018458064645528793,-0.001192021882161498,-0.005047617480158806,0.007263012230396271,0.02013741061091423,0.013643251731991768,-0.016622111201286316,0.042101554572582245,0.03992055356502533
20160126,0.0009605438099242747,0.012989071197807789,0.024447128176689148,-0.007861924357712269,0.01001040544360876,0.01923738233745098,-0.024589313194155693,-0.009625301696360111,0.021038595587015152,0.006074871867895126
20160127,0.06533916294574738,-0.019990645349025726,-0.011889351531863213,-0.020485268905758858,-0.0011041590478271246,0.05395961180329323,0.0019212490878999233,0.024375371634960175,0.05324811860918999,0.03238828480243683
20160128,0.045070718973875046,-0.017701972275972366,0.002393527189269662,0.07022974640130997,0.007294993847608566,-0.09310013055801392,0.03580979257822037,-0.031417861580848694,-0.08010350912809372,-0.009667305275797844
20160129,-0.00928427092730999,0.05194684863090515,0.06770642846822739,-0.034473784267902374,0.055218614637851715,-0.06482728570699692,-0.004179602023214102,-0.06513169407844543,-0.001177147962152958,-0.015400765463709831
20160130,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160131,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160201,-0.049308422952890396,0.0028618068899959326,0.007519116159528494,0.005877403542399406,0.013495421968400478,-0.01999686285853386,0.0021413371432572603,0.015383567661046982,-0.06854955852031708,-0.042460501194000244
20160202,0.09356965869665146,-0.04080412536859512,-0.06015053391456604,0.043511562049388885,-0.05172436684370041,0.07568604499101639,-0.0155488895252347,0.04893944412469864,0.10154853016138077,0.05835524573922157
20160203,-0.007764582056552172,-0.009959571994841099,0.00796172209084034,-0.020734088495373726,0.023643668740987778,0.04477508366107941,0.0273969117552042,0.01970641314983368,0.02890150249004364,-0.0097647188231349
20160204,-0.04391827434301376,0.010037013329565525,0.004606195259839296,-0.021846311166882515,-0.006335263140499592,0.03003442846238613,-0.008908380754292011,0.0038037411868572235,-0.003735647303983569,-0.01302571501582861
20160205,0.1555277407169342,-0.07026032358407974,-0.07322264462709427,0.028973696753382683,-0.0677180141210556,0.1472775787115097,0.01483440026640892,0.08905179798603058,0.11537360399961472,0.0967770665884018
20160206,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160207,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160208,0.09414272755384445,-0.041497062891721725,-0.04807650297880173,0.028249533846974373,-0.019525820389389992,0.07734978199005127,0.022871915251016617,0.04097370430827141,0.07983678579330444,0.0504162535071373
20160209,-0.061796389520168304,0.01417851634323597,-0.010756710544228554,0.009203962050378323,-0.02576037310063839,0.006508118938654661,-0.008932318538427353,0.0016098349587991834,0.020399920642375946,-0.015974055975675583
20160210,-0.05880463495850563,0.017464257776737213,0.015262849628925323,-0.0009240795625373721,0.02011682279407978,0.007283482234925032,-0.007486655842512846,0.0029979837127029896,-0.011646457016468048,-0.03743799775838852
20160211,0.013628581538796425,-0.00298689934425056,-0.02337753213942051,0.008511601015925407,-0.03973913937807083,-0.00864977203309536,-0.003438953310251236,-0.0026312200352549553,-0.0033078507985919714,0.016637086868286133
20160212,-0.06428686529397964,0.02530308999121189,0.04704238101840019,-0.02467326447367668,0.0493999645113945,-0.0041420613415539265,-0.0016577417263761163,0.004692908376455307,-0.051869433373212814,-0.05035090073943138
20160213,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160214,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160215,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160216,-0.0026362803764641285,0.023271145299077034,0.050726328045129776,-0.009920659475028515,0.0375882163643837,-0.03517399728298187,-0.004388364963233471,-0.01963585615158081,-0.01180183980613947,-0.006980447564274073
20160217,-0.09975085407495499,0.03247584402561188,0.02339615672826767,-0.003144391579553485,0.021672546863555908,-0.09744564443826675,0.022356873378157616,-0.03633652627468109,-0.12013182789087296,-0.06784377992153168
20160218,0.04977288842201233,0.004169740714132786,0.0720716267824173,-0.024033311754465103,0.06062901020050049,0.010419705882668495,0.015883831307291985,0.03617596626281738,0.05790956690907478,0.00967338401824236
20160219,0.0071635921485722065,-0.005178623367100954,-0.010973367840051651,0.010403046384453773,-0.004496665671467781,-0.007165623363107443,0.0167996808886528,0.03057970106601715,0.021169541403651237,-0.007062462158501148
20160220,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160221,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160222,-0.01103880163282156,0.01651330664753914,0.02746875025331974,-0.0025905801448971033,0.015842024236917496,-0.07349618524312973,0.012963229790329933,-0.048078540712594986,-0.054758716374635696,-0.009860876016318798
20160223,0.01972324401140213,-0.013809015043079853,-0.0017163180746138096,-0.0069276560097932816,-0.007142307236790657,0.0463019534945488,-0.0168644767254591,0.027702361345291138,0.02511889487504959,0.014516734518110752
20160224,0.024279601871967316,-0.004199568647891283,0.00765194883570075,0.008888918906450272,0.009135877713561058,-0.023900479078292847,0.013786453753709793,-0.02666342258453369,-0.017227837815880775,0.00989906582981348
20160225,-0.12552186846733093,0.04561563581228256,-0.0028915812727063894,-0.01316120009869337,-0.024888619780540466,-0.033115487545728683,-0.04057031869888306,-0.043366242200136185,-0.0330277755856514,-0.04554566368460655
20160226,-0.01025808323174715,-0.01087698619812727,-0.01492471992969513,-0.0011150939390063286,-0.002031590323895216,-0.00016711745411157608,0.016833404079079628,0.016728010028600693,-0.025038717314600945,-0.014438703656196594
20160227,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160228,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160229,0.03905262053012848,-0.015843704342842102,-0.0036675543524324894,-0.0068807220086455345,0.006527031306177378,0.008024957031011581,0.01782543770968914,0.0027650336269289255,-0.011629869230091572,0.013020508922636509
20160301,-0.007355368230491877,0.033032696694135666,0.04995657876133919,0.002680519362911582,0.05234702676534653,-0.061487067490816116,0.002626355504617095,-0.053660910576581955,0.015857785940170288,-0.013469687663018703
20160302,0.00036950246430933475,0.005770379211753607,0.01836884766817093,-0.02491857297718525,0.03518405556678772,-0.02495296113193035,0.019275253638625145,-0.021340470761060715,-0.034010495990514755,-0.01596151664853096
20160303,-0.01225158292800188,-0.006434350740164518,-0.0009174387087114155,-0.020480116829276085,0.015547959133982658,-0.0183805413544178,0.016674969345331192,-0.01409593503922224,-0.06537329405546188,-0.01831650733947754
20160304,-0.03061795048415661,-0.00464034965261817,-0.01833510212600231,0.020565906539559364,-0.029460683465003967,0.01228427141904831,0.005254832562059164,0.023354236036539078,-0.01873299479484558,-0.007467936258763075
20160305,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160306,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160307,0.031757380813360214,-0.009794264100492,-0.007034083362668753,-0.028837474063038826,-0.008803701028227806,0.030792206525802612,-0.0118165398016572,0.0018484462052583694,0.012039913795888424,0.02165229618549347
20160308,-0.0011549456976354122,0.0023960520047694445,-0.016875309869647026,0.026761028915643692,-0.0440511479973793,0.041693005710840225,-0.019456887617707253,0.01025792770087719,0.0324704609811306,0.021145137026906013
20160309,-0.015284399501979351,0.011818734928965569,-0.016249656677246094,0.024106398224830627,-0.03389394283294678,-0.02374800108373165,0.004289042670279741,-0.005521936342120171,-0.004566248506307602,0.00048265125951729715
20160310,0.041041236370801926,-0.013333439826965332,-0.02222561277449131,0.014715797267854214,-0.016788437962532043,0.010054083541035652,-0.0013062752550467849,0.009176891297101974,0.046298980712890625,0.02374044805765152
20160311,0.029917405918240547,0.010776050388813019,0.02683277800679207,-0.024802708998322487,0.05724400281906128,-0.07789770513772964,0.03297719359397888,-0.058742716908454895,-0.03737162426114082,-0.011289801448583603
20160312,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160313,0.0008252381812781096,0.0003310229512862861,-0.0001729593932395801,0.0005752817960456014,-0.0004547018907032907,0.005465956870466471,0.001515301177278161,0.002496578963473439,0.0013828403316438198,-0.0005923326825723052
20160314,0.008519112132489681,-0.001857553143054247,-0.0016131369629874825,-0.013318759389221668,0.02112465351819992,-0.05043164640665054,0.030184796079993248,-0.02208084985613823,-0.04990792274475098,-0.014220256358385086
20160315,5.1542127039283514e-05,0.00039712688885629177,-0.022086095064878464,0.036375194787979126,-0.06271451711654663,0.03602978587150574,-0.019955825060606003,0.02682080864906311,0.03621183708310127,0.025179434567689896
